No,Kode Efek,Nama Emiten,Nama Pemegang Rekening Efek,Nama Pemegang Saham,Nama Rekening Efek,Alamat,Alamat (Lanjutan),Kebangsaan,Domisili,Status (Lokal/Asing),Kepemilikan Per 19-MAY-2026,Col12,Col13,Kepemilikan Per 20-MAY-2026,Col15,Col16,Perubahan
,BYAN,,BUT DEUTSCHE BANK AG,,LOW TUCK KWONG,"GEDUNG OFFICE 8, LT 37 UNIT A-H, JL SENOPATI, NO 8B SENAYAN","KEBAYORAN BARU, JAKARTA SELATAN, DKI JAKARTA, 12190",INDONESIAN,INDONESIA,L,"3,500,166,300",,,"3,500,166,300",,,0
,BYAN,,PT Bank HSBC Indonesia,,LOW TUCK KWONG,"PT. BAYAN RESOURCES, TBK. GEDUNG OFFICE 8, LANTAI 37,","SUDIRMAN CBD LOT 28,JL. JEND. SUDIRMAN KAV. 52-53",INDONESIAN,INDONESIA,L,"2,500,000,000",,,"2,500,000,000",,,0
,BYAN,,PT. TRIMEGAH SEKURITAS INDONESIA TBK,,LOW TUCK KWONG,APT THE RESIDENCES AT DHARMAWANGSA 2 UNIT 707,PULO,INDONESIAN,INDONESIA,L,"10,000,000",,,"10,000,000",,,0
,BYAN,,BUT. STANDARD CHARTERED BANK,,LOW TUCK KWONG,"133 NEW BRIDGE ROAD, NO 18-09 CHINATOWN POINT",SINGAPORE 059413,INDONESIAN,SINGAPORE,L,"1,853,000,000",,,"1,853,000,000",,,0
,BYAN,,PT Bank UOB Indonesia,,LOW TUCK KWONG,133 NEW BRIDGE ROAD,#18-09 CHINATOWN POINT,INDONESIAN,SINGAPORE,L,"2,500,000,000",,,"2,500,000,000",,,0
355,BYAN,BAYAN RESOURCES Tbk,BUT DEUTSCHE BANK AG,ELAINE LOW,ELAINE LOW,"133 NEW BRIDGE ROAD, HEX 18-09/10,","CHINATOWN POINT, SINGAPORE 059413",SINGAPOREAN,SINGAPORE,A,"7,333,333,700","7,333,333,700",22.00,"7,333,333,700","7,333,333,700",22.00,0
356,CAKK,"CAHAYAPUTRA ASA KERAMIK Tbk, PT",PT LOTUS ANDALAN SEKURITAS,KOBIN KERAMIK INDUSTRI PT,KOBIN KERAMIK INDUSTRI PT,NGORO INDUSTRI PERSADA,"BLOK O NO. 5-7, DESA NGORO",,INDONESIA,L,"1,066,636,700","1,066,636,700",88.64,"1,066,636,700","1,066,636,700",88.64,0
357,CAMP,"CAMPINA ICE CREAM INDUSTRY Tbk, PT",PT Shinhan Sekuritas Indonesia,JUSTIANI HADIPRANOTO,JUSTIANI HADIPRANOTO,M. SUNGKONO KOMP. SERUNI E-2 RT 003/002,KEL. DUKUH PAKIS. KEC. DUKUH PAKIS,INDONESIAN,,L,"297,974,000","297,974,000",5.06,"297,974,000","297,974,000",5.06,0
358,CAMP,"CAMPINA ICE CREAM INDUSTRY Tbk, PT",PT Shinhan Sekuritas Indonesia,SABANA PRAWIRA WIDJAJA,SABANA PRAWIRA WIDJAJA,JL. KYAI GEDE UTAMA No.7 RT 003/008,KEL. LEBAKGEDE. KEC. COBLONG,INDONESIAN,,L,"4,940,010,100","4,940,010,100",83.94,"4,940,010,100","4,940,010,100",83.94,0
359,CANI,CAPITOL NUSANTARA INDONESIA Tbk. PT,PT PROFINDO SEKURITAS INDONESIA,PT. ANUGRAH SEMESTA LANGGENG,PT. ANUGRAH SEMESTA LANGGENG,APL TOWER FLOOR 35 UNIT T3,JL S PARMAN KAV.28 TG. DUREN SELATAN,,INDONESIA,L,"325,041,600","325,041,600",39.00,"325,041,600","325,041,600",39.00,0
360,CANI,CAPITOL NUSANTARA INDONESIA Tbk. PT,"CITIBANK, N. A",OCBC SECURITIES PRIVATE LIMITED,OCBC SECURITIES PTE LTD -CLIENT A/C,1084 9C4H7U9RCH STREET #01-00 OCBC CENTER SOUTH SINGAPORE,SINGAPORE 049479,,SINGAPORE,A,"67,500,000","67,500,000",8.10,"67,500,000","67,500,000",8.10,0
361,CARE,"METRO HEALTHCARE INDONESIA Tbk, PT",PT PACIFIC SEKURITAS INDONESIA,"ANUGRAH KASIH RAJAWALI, PT",PT METRO HEALTHCARE INTERNATIONAL,JL. MAMPANG PRAPATAN RAYA NO. 73A,,,INDONESIA,L,"12,499,999,999","12,499,999,999",37.59,"12,499,999,999","12,499,999,999",37.59,0
362,CARE,"METRO HEALTHCARE INDONESIA Tbk, PT",PT PACIFIC SEKURITAS INDONESIA,PT METRO HEALTHCARE INTERNATIONAL,PT METRO HEALTHCARE INTERNATIONAL,JL. MAMPANG PRAPATAN RAYA NO. 73A,,,INDONESIA,L,"12,499,999,999","12,499,999,999",37.59,"12,499,999,999","12,499,999,999",37.59,0
363,CARE,"METRO HEALTHCARE INDONESIA Tbk, PT",PT Bank HSBC Indonesia,BANK JULIUS BAER & CO. LTD,BANK JULIUS BAER AND CO LTD SINGAPORE,"BANK JULIUS BAER AND CO. LTD. 7 STRAITS VIEW, 28-01",MARINA ONE EAST TOWER SINGAPORE 018936,,SINGAPORE,A,"5,643,313,300","5,643,313,300",16.97,"5,643,313,300","5,643,313,300",16.97,0
364,CARS,"INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,"TRINUGRAHA THOHIR HARMONI, PT",TRINUGRAHA THOHIR HARMONI PT,GRAHA TNT LANTAI 3,JALAN DOKTOR SAHARJO,,INDONESIA,L,"750,962,700","750,962,700",5.01,"750,962,700","750,962,700",5.01,0
365,CASA,"CAPITAL FINANCIAL INDONESIA Tbk, PT",PT OCBC SEKURITAS INDONESIA,PT CAPITAL STRATEGIC INVESCO,PT CAPITAL STRATEGIC INVESCO,MENARA JAMSOSTEK MENARA UTARA LT. 5,,,INDONESIA,L,"905,759,200","25,092,354,842",46.06,"905,759,200","25,092,354,842",46.06,0
,CASA,,PT PACIFIC SEKURITAS INDONESIA,,CAPITAL STRATEGIC INVESCO,MENARA JAMSOSTEK MENARA UTARA LT 5,,,INDONESIA,L,"23,942,595,642",,,"23,942,595,642",,,0
,CASA,,"SINARMAS SEKURITAS, PT",,PT. CAPITAL STRATEGIC INVESCO,GRDT.. 0S1O5N RAW T.OPAS TOWER LANTAI 9 JL. JEND. SUDIRMAN KAV. 26,010 KEL.KARET KEC.SETIABUDI,,INDONESIA,L,"244,000,000",,,"244,000,000",,,0
366,CASH,"CASHLEZ WORLDWIDE INDONESIA Tbk, PT",PT INA SEKURITAS INDONESIA,PT FORTUNA WIJAYA GLOBAL,PT Fortuna Wijaya Global,GOLD COAST OFFICE TOWER UNIT OTA02/D,JI. PANTAI INDAH KAPUK RT. 006 RW. 002,,INDONESIA,L,"91,804,300","91,804,300",6.41,"91,804,300","91,804,300",6.41,0
367,CASH,"CASHLEZ WORLDWIDE INDONESIA Tbk, PT",PT INDO PREMIER SEKURITAS,HASIM SUTIONO,HASIM SUTIONO,JL.PEGANGSAAN BARAT NO.18,Kelurahan MENTENG,INDONESIAN,INDONESIA,L,"481,470,733","481,470,733",33.64,"481,470,733","481,470,733",33.64,0
368,CASH,"CASHLEZ WORLDWIDE INDONESIA Tbk, PT",PT INDO PREMIER SEKURITAS,SANDRA ANGELIA,SANDRA ANGELIA,JL TELUK BETUNG NO.6,Kelurahan MENTENG,INDONESIAN,INDONESIA,L,"103,860,800","103,860,800",7.26,"103,860,800","103,860,800",7.26,0
369,CASH,"CASHLEZ WORLDWIDE INDONESIA Tbk, PT",PT INDO PREMIER SEKURITAS,ANDRI WIJONO SUTIONO,ANDRI WIJONO SUTIONO,JL TELUK BETUNG NO.6,Kelurahan MENTENG,INDONESIAN,INDONESIA,L,"483,748,114","483,748,114",33.80,"483,748,114","483,748,114",33.80,0
370,CASS,"CAHAYA AERO SERVICES Tbk, PT",PT CLSA Sekuritas Indonesia,ROKET CIPTA SENTOSA PT,PT ROKET CIPTA SENTOSA,"MENARA BATAVIA LT.5, JL. KH. MAS MANSYUR KAV. 126",,,INDONESIA,L,"1,273,041,500","1,273,041,500",61.00,"1,273,041,500","1,273,041,500",61.00,0
371,CASS,"CAHAYA AERO SERVICES Tbk, PT",PT Bank HSBC Indonesia,SATS LTD S/A SATS INVESTMENTS (II) PTE. LTD.,SATS LTD S/A SATS INVESTMENTS (II) PTE. LTD.,2S0IN AGIRAPPOORRET B81O9U6L5E9VARD SATS INFLIGHT CATERING CENTRE 1,,,SINGAPORE,A,"451,830,800","451,830,800",21.65,"451,830,800","451,830,800",21.65,0
372,CASS,"CAHAYA AERO SERVICES Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,SURONO SUBEKTI,DRS SURONO SUBEKTI,TAMAN ARIES E 7/9,KEL. MERUYA UTARA,INDONESIAN,INDONESIA,L,"30,721,500","119,266,400",5.71,"30,721,500","119,266,400",5.71,0
,CASS,,PT MNC SEKURITAS,,DRS SURONO SUBEKTI,TAMAN ARIES E 7/9 RT5 RW8,,INDONESIAN,INDONESIA,L,"27,064,700",,,"27,064,700",,,0
,CASS,,PT MIRAE ASSET SEKURITAS INDONESIA,,SURONO SUBEKTI DRS,Taman Aries E7/9 RT 005 Rw 008 Meruya,Utara Kembangan,INDONESIAN,INDONESIA,L,149,,,149,,,0
,CASS,,PT KOREA INVESTMENT AND SEKURITAS INDONESIA,,SURONO SUBEKTI,TAMAN ARIES E 7/9 RT 005 RW 008,,INDONESIAN,INDONESIA,L,"60,814,800",,,"60,814,800",,,0
,CASS,,PT INA SEKURITAS INDONESIA,,Drs Surono Subekti,Taman Aries E 7/9 RT. 005/008,"Meruya Utara, Kembangan",INDONESIAN,INDONESIA,L,"516,4",,,"516,4",,,0
373,CBMF,"CAHAYA BINTANG MEDAN Tbk, PT",PT KB VALBURY SEKURITAS,"SINAR MAKMUR REZEKI, PT","SINAR MAKMUR REZEKI, PT",JL. SIDODADI LK. VII NO. 37 A,KEL.DELI TUA KEC.DELI TUA,,INDONESIA,L,"155,000,000","155,000,000",8.27,"155,000,000","155,000,000",8.27,0
374,CBMF,"CAHAYA BINTANG MEDAN Tbk, PT",PT KB VALBURY SEKURITAS,"RICHIWA SAKTI INDONESIA, PT","RICHIWA SAKTI INDONESIA, PT",JL. PERTAHANAN NO. 111,,,INDONESIA,L,"1,270,000,000","1,270,000,000",67.73,"1,270,000,000","1,270,000,000",67.73,0
375,CBRE,"CAKRA BUANA RESOURCES ENERGI Tbk, PT",PT RHB SEKURITAS INDONESIA,PT REPUBLIK CAPITAL INDONESIA,PT REPUBLIK CAPITAL INDONESIA,GEDUNG SONA TOPAS TOWER LT.5A,JL.JEND SUDIRMAN,,INDONESIA,L,"513,000,000","513,000,000",11.30,"513,000,000","513,000,000",11.30,0
376,CBRE,"CAKRA BUANA RESOURCES ENERGI Tbk, PT",PT RHB SEKURITAS INDONESIA,PT OMUDAS INVESTMENT HOLDCO,PT OMUDAS INVESTMENT HOLDCO,SONA TOPAS TOWER LANTAI 5A,JL. JENDRAL SUDIRMAN KAV 26,,INDONESIA,L,"2,774,000,000","2,774,000,000",61.13,"2,774,000,000","2,774,000,000",61.13,0
377,CBRE,"CAKRA BUANA RESOURCES ENERGI Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,ANDRY HAKIM,ANDRY HAKIM,"MARINA COAST, THE BUKIT BLOK C5/C NO 11",ANCOL,INDONESIAN,INDONESIA,L,"230,000,074","230,000,074",5.07,"230,000,074","230,000,074",5.07,0
378,CBUT,"CITRA BORNEO UTAMA Tbk, PT",PT MAYBANK SEKURITAS INDONESIA,PT SAWIT SUMBERMAS SARANA TBK,PT SAWIT SUMBERMAS SARANA TBK,JL. H UDAN SAID NO.47 BARU,ARUT SELATAN,,INDONESIA,L,"1,644,263,700","1,644,263,700",52.62,"1,644,263,700","1,644,263,700",52.62,0
379,CBUT,"CITRA BORNEO UTAMA Tbk, PT",BUT DEUTSCHE BANK AG,MGARYOBWANTHK FGULNODBA 1L GROWTH FUND VCC - MAYBANK GLOBAL,M92A1Y7B1A4N0K1 5SPORE LTD S/A MB GGF VCC-MAYBANK GLOBAL GF1-,"2 BATTERY ROAD, FL 08-01, MAYBANK TOWER,",SINGAPORE 049907,,SINGAPORE,A,"203,173,500","203,173,500",6.50,"203,173,500","203,173,500",6.50,0
380,CCSI,"COMMUNICATION CABLE SYSTEMS INDONESIA Tbk, PT",PT Pluang Maju Sekuritas,PT Lingkar Matra,PT Lingkar Matra,Jl Industri Raya III Ujung Blok AH No 08 Komplek Industri,,,INDONESIA,L,"244,639,718","244,639,718",18.35,"244,639,718","244,639,718",18.35,0
381,CCSI,"COMMUNICATION CABLE SYSTEMS INDONESIA Tbk, PT",BUT. STANDARD CHARTERED BANK,GRAHATAMA KREASIBARU,SGTRAANHDAATRAMDA C KHRAERATSEIBRAERDU B (AIDN0K0 S5G46 S4/4A0 V0P0 0B7A)NK A/C P.T.,"JSLE. LDARTA. SNA,HARDJO NO. 191 RT004 RW.001.KEL MANGGARAI","SELATAN, KBC TEBET",,INDONESIA,L,"470,720,563","470,720,563",35.30,"470,720,563","470,720,563",35.30,0
382,CCSI,"COMMUNICATION CABLE SYSTEMS INDONESIA Tbk, PT",PT BCA SEKURITAS,CENTRAL BUSINESS ALLIANCE PTE. LTD.,CENTRAL BUSINESS ALLIANCE PTE. LTD.,16 COLLYER QUAY #23-01,,,SINGAPORE,A,"118,938,186","118,938,186",8.92,"118,938,186","118,938,186",8.92,0
383,CCSI,"COMMUNICATION CABLE SYSTEMS INDONESIA Tbk, PT",PT. STOCKBIT SEKURITAS DIGITAL,PETER DJATMIKO,PETER DJATMIKO,JL. MATARAM I / 5 RT.002 RW.001,SELONG. KEBAYORAN BARU. JAKARTA SELATAN,INDONESIAN,INDONESIA,L,"111,625,000","111,625,000",8.37,"111,625,000","111,625,000",8.37,0
384,CDIA,"CHANDRA DAYA INVESTASI Tbk, PT",PT BCA SEKURITAS,PT CHANDRA ASRI PACIFIC TBK,PT CHANDRA ASRI PACIFIC TBK,Gedung Wisma Barito Pacific Tower A Lt 7,Jl Letjend S Parman Kav 62-63,,INDONESIA,L,"11,234,643,100","11,234,643,100",9.00,"11,234,643,100","11,234,643,100",9.00,0
,,,,,,,,,,,Jumlah Saham,Saham Gabungan Per Investor,Persentase Kepemilikan Per Investor (%),Jumlah Saham,Saham Gabungan Per Investor,Persentase Kepemilikan Per Investor (%),
385,CEKA,"WILMAR CAHAYA INDONESIA Tbk, PT",PT PANCA GLOBAL SEKURITAS,"SENTRATAMA NIAGA INDONESIA, PT","SENTRATAMA NIAGA INDONESIA, PT",GEDUNG MULTIVISION TOWER LT. 12,"JL. KUNINGAN MULIA 9B, GUNTUR, SETIABUDI",,INDONESIA,L,"3,5","511,774,700",86.01,-,"511,771,200",86.01,-
,CEKA,,PT PANCA GLOBAL SEKURITAS,,"SENTRATAMA NIAGA INDONESIA, PT",GEDUNG MULTIVISION TOWER LT. 12,"JL. KUNINGAN MULIA 9B, GUNTUR, SETIABUDI",,INDONESIA,L,"511,771,200",,,"511,771,200",,,0
386,CENT,"CENTRATAMA TELEKOMUNIKASI INDONESIA Tbk, PT",PT KAY HIAN SEKURITAS,EP ID HOLDINGS PTE.LTD,UOB KAY HIAN PTE LTD SRE - EP ID HOLDINGS PTE LTD,88 Market Street #43-01,SINGAPORE,,SINGAPORE,A,"28,741,393,732","28,741,393,732",92.17,"28,741,393,732","28,741,393,732",92.17,0
387,CFIN,"CLIPAN FINANCE INDONESIA Tbk, PT",PT FAC SEKURITAS INDONESIA,"BANK PAN INDONESIA TBK, PT","BANK PAN INDONESIA,PT","Jl.Jend,Sudirman Senayan",Senayan,,INDONESIA,L,"2,051,421,264","2,051,421,264",51.48,"2,051,421,264","2,051,421,264",51.48,0
388,CFIN,"CLIPAN FINANCE INDONESIA Tbk, PT",PT FAC SEKURITAS INDONESIA,"Panin Bank Tbk, PT","BANK PAN INDONESIA,PT","Jl.Jend,Sudirman Senayan",Senayan,,INDONESIA,L,"2,051,421,264","2,051,421,264",51.48,"2,051,421,264","2,051,421,264",51.48,0
389,CFIN,"CLIPAN FINANCE INDONESIA Tbk, PT","CITIBANK, N. A",FIDELITY FUNDS,"BBH LUXEMBOURG S/A FIDELITY FUNDS SICAV, FD FDS PAC FD","2a, Rue Albert Borschette BP 2174 L-1021 Luxembourg",,,LUXEMBOURG,A,"327,759,425","327,759,425",8.23,"327,759,425","327,759,425",8.23,0
390,CHIP,"PELITA TEKNOLOGI GLOBAL Tbk, PT",PT LOTUS ANDALAN SEKURITAS,KARYA PERMATA BERKAT JAYA PT,KARYA PERMATA BERKAT JAYA PT,JL GRAHA RAYA RUKO FORTUNE 8,"BLOK FB/D-15, PAKU JAYA",,INDONESIA,L,"480,480,000","480,480,000",59.61,"480,480,000","480,480,000",59.61,0
391,CINT,PT. CHITOSE INTERNASIONAL Tbk,"SINARMAS SEKURITAS, PT",NIVEN HOLDINGS LIMITED,NIVEN HOLDING LIMITED,"PO BOX 71, CRAIGMUIR CHAMBERS,","ROAD TOWN, TORTOLA",,"VIRGIN ISLANDS, BRITISH",A,"60,194,800","60,194,800",6.02,"60,194,800","60,194,800",6.02,0
392,CINT,PT. CHITOSE INTERNASIONAL Tbk,PT PHILLIP SEKURITAS INDONESIA,KIKY SUHERLAN,KIKY SUHERLAN,FOUR SEASONS RESIDENCES SU 21 A,"RT/RW : 007/003, KEL : SETIA BUDI, KEC : SETIA BUDI",INDONESIAN,,L,"50,000,000","50,000,000",5.00,"50,000,000","50,000,000",5.00,0
393,CINT,PT. CHITOSE INTERNASIONAL Tbk,PT PHILLIP SEKURITAS INDONESIA,DEDIE SUHERLAN,DEDIE SUHERLAN,TMN KB JERUK BLK P.1/44 RT/RW : 004/012,"KEL : SRENGSENG, KEC : KEMBANGAN",INDONESIAN,,L,"50,000,000","50,000,000",5.00,"50,000,000","50,000,000",5.00,0
394,CITA,"CITA MINERAL INVESTINDO Tbk, PT",PT HARITA KENCANA SEKURITAS,HARITA JAYARAYA,HARITA JAYARAYA,"GEDUNG BANK PANIN LT. 5, JL. JEND. SUDIRMAN-SENAYAN",,,INDONESIA,L,"734,140,695","734,140,695",18.54,"734,140,695","734,140,695",18.54,0
395,CITA,"CITA MINERAL INVESTINDO Tbk, PT","CITIBANK, N. A",GLENCORE INTERNATIONAL INVESTMENTS LTD.,CINITVIEBSATNMKE HNOTNS GLT KDO.NG S/A GLENCORE INTERNATIONAL,"18 HANOVER SQUARE, LONDON, W1S 1JY,",,,BERMUDA,A,"1,251,999,084","1,251,999,084",31.61,"1,251,999,084","1,251,999,084",31.61,0
396,CKRA,"CAKRA MINERALTbk, PT","SINARMAS SEKURITAS, PT",REDSTONE RESOURCES PTE. LTD,REDSTONE RESOURCES PTE. LTD,122 MIDDLE ROAD # 05-06 MIDLINK PLAZA SINGAPORE,,,SINGAPORE,A,"3,780,349,146","3,780,349,146",74.04,"3,780,349,146","3,780,349,146",74.04,0
397,CKRA,"CAKRA MINERALTbk, PT","SINARMAS SEKURITAS, PT",INTERVENTURES CAPITAL PTE. LTD,INTERVENTURES CAPITAL PTE. LTD,"1S ICNLAAGYAMPOORREE D22R9IV5E9,4 # 08-09 ORCHARD TOWER (REAR BLOCK)",,,SINGAPORE,A,"910,151,390","910,151,390",17.83,"910,151,390","910,151,390",17.83,0
398,CLPI,"COLORPAK INDONESIA Tbk, PT",BUT DEUTSCHE BANK AG,PT. INK COLOR INT PTE.LTD WM CLIENT,DB AG SG A/C PT. INK CO INT PTE.LTD WM CLT-2146014009,"10,UBI CRESCENT HEX 07-24","UBI TECHPARK,SINGAPORE 408564",,SINGAPORE,A,"156,230,000","156,230,000",51.00,"156,230,000","156,230,000",51.00,0
399,CLPI,"COLORPAK INDONESIA Tbk, PT",PT MAYBANK SEKURITAS INDONESIA,CHANDRA NATALIE WIDJAJA,CHANDRA NATALIE WIDJAJA,JL.WIDYA CHANDRA XI NO.15 RT.007/001,"SENAYAN,KEB. BARU ,JAKARTA SELATAN",INDONESIAN,INDONESIA,L,"20,364,500","20,364,500",6.65,"20,364,500","20,364,500",6.65,0
400,CMNP,"CITRA MARGA NUSAPHALA PERSADA Tbk, PT",PT Bank HSBC Indonesia,BMPA2NSA GSEGM/BENNPT PARIBAS SINGAPORE BRANCH WEALTH,BMPA2NSA GSEGM/BENNPT PARIBAS SINGAPORE BRANCH WEALTH,"10 COLLYER QUAY, OCEAN FINANCIAL CENTRE UNIT 35-01",SINGAPORE 049315,,SINGAPORE,A,"3,974,436,274","3,974,436,274",59.35,"3,974,436,274","3,974,436,274",59.35,0
401,CMNT,"CEMINDO GEMILANG TBK, PT",PT BANK DBS INDONESIA,WH INVESTMENTS PTE. LTD.,DBS BANK LTD SG S/A WH INVESTMENTS PTE. LTD.,"3 CHURCH STREET,","SAMSUNG HUB,",,SINGAPORE,A,"1,300,000,000","14,962,904,000",87.37,"1,300,000,000","14,962,904,000",87.37,0
,CMNT,,PT Bank HSBC Indonesia,,BNPP SIN/2S/WH INVESTMENTS PTE. LTD.,"3 CHURCH STREET, 13-02, SAMSUNG HUB, SINGAPORE 049483",,,SINGAPORE,A,"1,900,000,000",,,"1,900,000,000",,,0
,CMNT,,"BANK CENTRAL ASIA Tbk, PT",,WH INVESTMENTS PTE. LTD.,"3 CHURCH STREET, #13-02 SAMSUNG HUB, SINGAPORE 049483",,,SINGAPORE,A,"1,730,000,000",,,"1,730,000,000",,,0
,CMNT,,PT Bank HSBC Indonesia,,HINSVBECS TSMINEGNATPSO PRTEE .B LRTADN.CH PRIVATE BANKING DIVISION - WH,"3 CHURCH STREET, 13-02, SAMSUNG HUB, SINGAPORE 049483",,,SINGAPORE,A,"2,750,000,000",,,"2,750,000,000",,,0
,CMNT,,"MANDIRI SEKURITAS, PT",,WH INVESTMENTS PTE LTD,3 CHURCH STREET 13-02 SAMSUNG HUB SINGAPORE,,,SINGAPORE,A,"332,904,000",,,"332,904,000",,,0
,CMNT,,BUT DEUTSCHE BANK AG,,UBS AG SINGAPORE S/A WH INVESTMENTS PTE. LTD.-2091145068,3 CHURCH STREET HEX13-02 SAMSUNG HUB,SINGAPORE 049483,,SINGAPORE,A,"1,150,000,000",,,"1,150,000,000",,,0
,CMNT,,BUT DEUTSCHE BANK AG,,DB SG WM CLT PT WH INVESTMENTS PTE LTD.-2146014046,3 CHURCH STREET HEX13-02 SAMSUNG HUB,SINGAPORE 049483,,SINGAPORE,A,"3,800,000,000",,,"3,800,000,000",,,0
,CMNT,,BUT. STANDARD CHARTERED BANK,,RBC SG BRANCH CLIENT ACCOUNT - 12025146 (PLEDGE),"3 CHURCH STREET, 13-02 SAMSUNG HUB, SINGAPORE 049483",,,SINGAPORE,A,"500,000,000",,,"500,000,000",,,0
,CMNT,,BUT. STANDARD CHARTERED BANK,,SCB SG PVB A/C WH INVESTMENTS PTE LTD,"3 CHURCH STREET, 13-02 SAMSUNG HUB, SINGAPORE 049483",,,SINGAPORE,A,"1,500,000,000",,,"1,500,000,000",,,0
402,CMPP,"AIRASIA INDONESIA Tbk, PT",PT RHB SEKURITAS INDONESIA,PT. FERSINDO NUSAPERKASA,PT. FERSINDO NUSAPERKASA,JL.WARUNG BUNCIT RAYA /WARUNG JATI BARAT NO.49,,,INDONESIA,L,"4,931,915,000","4,931,915,000",46.16,"4,931,915,000","4,931,915,000",46.16,0
403,CMPP,"AIRASIA INDONESIA Tbk, PT",PT RHB SEKURITAS INDONESIA,AIRASIA AVIATION GROUP LIMITED,AIRASIA AVIATION GROUP LIMITED,"LOT 2 & 3, LEVEL 3, WISMA LAZENDA, JALAN KEMAJUAN",,,MALAYSIA,A,"4,942,013,300","4,942,013,300",46.25,"4,942,013,300","4,942,013,300",46.25,0
404,CMRY,"CISARUA MOUNTAIN DAIRY Tbk, PT",PT Bank HSBC Indonesia,GENERAL ATLANTIC SINGAPORE CMR PTE. LTD.,HSBC WSB S/A GENERAL ATLANTIC SINGAPORE CMR PTE. LTD.,80 ROBINSON ROAD #02-00 SINGAPORE 068898,,,SINGAPORE,A,"447,777,778","447,777,778",5.64,"447,777,778","447,777,778",5.64,0
405,CNKO,"EXPLOITASI ENERGI INDONESIA Tbk, PT","SINARMAS SEKURITAS, PT",ANDERSON BAY PTE LTD,ANDERSON BAY PTE LTD,7 TEMASEK BOULEVARD #12-07,SUNTEC TOWER ONE,,SINGAPORE,A,"4,083,459,543","4,083,459,543",45.59,"4,083,459,543","4,083,459,543",45.59,0
406,CNMA,"NUSANTARA SEJAHTERA RAYA Tbk, PT",PT Bank HSBC Indonesia,PT ADI PRATAMA NUSANTARA,BNPP SIN/2S/PT ADI PRATAMA NUSANTARA,"JJLA.KKAHR.WTAA HPUIDS HATA,S1Y0I3M5 0NO.57 GONDANGDIA,MENTENG,KOTA",,,INDONESIA,L,"11,475,000,000","11,475,000,000",13.77,"11,475,000,000","11,475,000,000",13.77,0
407,CNMA,"NUSANTARA SEJAHTERA RAYA Tbk, PT",PT Bank HSBC Indonesia,PT. ADI PRATAMA NUSANTARA,BNPP SIN/2S/PT ADI PRATAMA NUSANTARA,"JJLA.KKAHR.WTAA HPUIDS HATA,S1Y0I3M5 0NO.57 GONDANGDIA,MENTENG,KOTA",,,INDONESIA,L,"11,475,000,000","11,475,000,000",13.77,"11,475,000,000","11,475,000,000",13.77,0
408,CNMA,"NUSANTARA SEJAHTERA RAYA Tbk, PT",PT Bank HSBC Indonesia,SALWEEN INVESTMENT PTE LTD,HSBC-FUND SVS A/C SALWEEN INVESTMENT PTE LTD,"106688 9R1O2BINSON ROAD, #37-01 CAPITAL TOWER, SINGAPORE",,,SINGAPORE,A,"19,135,200,000","19,135,200,000",22.96,"19,135,200,000","19,135,200,000",22.96,0
409,CNTX,"CENTURY TEXTILE INDUSTRY Tbk, PT",PT BCA SEKURITAS,PT PROSPECT MOTOR,PT PROSPECT MOTOR,JL YOS SUDARSO SUNTER KAV 46-47,,,INDONESIA,L,"23,941,000","23,941,000",34.20,"23,941,000","23,941,000",34.20,0
410,CNTX,"CENTURY TEXTILE INDUSTRY Tbk, PT",PT INA SEKURITAS INDONESIA,PENFABRIC SDN BERHAD,PENFABRIC SDN BERHAD,Plot 117-119 & 200-202,Prai Free Industrial Zone 1,,MALAYSIA,A,"11,546,054","11,546,054",16.49,"11,546,054","11,546,054",16.49,0
411,COAL,"BLACK DIAMOND RESOURCES Tbk, PT",PT KB VALBURY SEKURITAS,ARIE RINALDI,ARIE RINALDI,JL CIHAMPELAS NO 87,,INDONESIAN,INDONESIA,L,"375,000,000","375,000,000",6.00,"375,000,000","375,000,000",6.00,0
412,COAL,"BLACK DIAMOND RESOURCES Tbk, PT",PT KB VALBURY SEKURITAS,SUJAKA LAYS,SUJAKA LAYS,GOLDENFINCH SELATAN NO.3,,INDONESIAN,INDONESIA,L,"542,789,500","542,789,500",8.68,"542,789,500","542,789,500",8.68,0
413,COCO,"WAHANA INTERFOOD NUSANTARA Tbk, PT",PT ALDIRACITA SEKURITAS INDONESIA,MAHOGANY GLOBAL INVESTMENT PTE.LTD,MAHOGANY GLOBAL INVESTMENT PTE.LTD,629 ALJUNIED ROAD #04-15 CITITECH INDUSTRIAL BUILDING,,,"VIRGIN ISLANDS, BRITISH",A,"1,826,864,604","1,826,864,604",51.32,"1,826,864,604","1,826,864,604",51.32,0
414,COIN,"INDOKRIPTO KOIN SEMESTA Tbk, PT",PT CIPTADANA SEKURITAS ASIA,"MEGAH PERKASA INVESTINDO, PT","MEGAH PERKASA INVESTINDO, PT",TCC BATAVIA TOWER ONE LANTAI 43,JL. KH MAS MANSYUR KAV 126,,INDONESIA,L,"3,527,001,000","3,527,001,000",23.98,"3,527,001,000","3,527,001,000",23.98,0
